order_id,customer_id,product_id,quantity,order_date,amount,status
O2484,C0194,P045,3,06/03/2023,258.89,delivered
O2485,C0045,P003,1,13-Apr-2023,245.13,Pending
O2486,C0127,P041,4,20-Apr-2023,551.27,Cancelled
O2487,C0075,P007,-1,16-Apr-2023,393.11,SHIPPED
O2488,C0064,P015,4,19-Jun-2023,592.2,SHIPPED
O2489,C0150,P037,4,03/06/2023,62.93,delivered
O2490,C9999,P009,5,01/03/2023,724.22,Shipped
O2491,C0041,P999,3,01/08/2023,745.4,Cancelled
O2492,C0180,P049,5,2023-02-04,626.23,pending
O2493,C0006,P047,5,01/18/2023,742.96,SHIPPED
O2494,C0078,P035,4,08-Jun-2023,707.92,pending
O2495,C0130,P999,2,04/16/2023,30.3,pending
O2496,C0171,P006,2,25-Jan-2023,77.25,Cancelled
O2497,C0022,P011,5,2023-05-17,140.63,pending
O2498,C0186,P049,4,08-Mar-2023,,Shipped
O2499,C0067,P006,3,02/06/2023,400.54,SHIPPED
O2500,C0173,P045,4,22-Jun-2023,625.43,pending
O1373,C0075,P041,1,2023-07-03,50.0,Shipped
O1093,C0155,P027,1,2023-07-03,50.0,Shipped
O2438,C0164,P019,1,2023-07-03,50.0,Shipped
O2249,C0097,P025,1,2023-07-03,50.0,Shipped
O2120,C0064,P047,1,2023-07-03,50.0,Shipped
O1543,C0157,P028,1,2023-07-03,50.0,Shipped
O1053,C0069,P029,1,2023-07-03,50.0,Shipped
O2048,C0080,P010,1,2023-07-03,50.0,Shipped
