order_id,customer_id,product_id,quantity,order_date,amount,status
O1483,C0150,P048,2,02/09/2023,,pending
O1484,C0066,P038,1,2023-03-26,344.79,SHIPPED
O1485,C0122,P046,5,23-Jan-2023,594.17,shipped
O1486,C0065,P036,3,02/28/2023,551.35,pending
O1487,C0003,P026,3,2023-02-28,659.94,pending
O1488,C0162,P021,4,16-Apr-2023,,pending
O1489,C0086,P046,1,14-Mar-2023,561.8,Cancelled
O1490,C0141,P048,1,2023-06-05,155.15,pending
O1491,C0052,P041,1,2023-06-25,417.93,delivered
O1492,C0153,P044,4,06/19/2023,590.79,delivered
O1493,C0073,P013,4,2023-02-01,756.36,Pending
O1494,C0166,P040,4,04/20/2023,564.0,Pending
O1495,C0067,P010,0,27-Apr-2023,577.68,pending
O1496,C0031,P015,3,2023-02-20,,delivered
O1497,C0073,P047,4,02/20/2023,32.73,shipped
O1498,C0095,P038,1,2023-04-22,698.44,Cancelled
O1499,C0099,P046,1,02/16/2023,56.41,Pending
O1500,C0172,P039,1,04/22/2023,499.53,shipped
O1496,C0144,P003,1,2023-07-01,50.0,Shipped
O1298,C0046,P017,1,2023-07-01,50.0,Shipped
O1087,C0129,P032,1,2023-07-01,50.0,Shipped
O1477,C0087,P030,1,2023-07-01,50.0,Shipped
O1068,C0023,P021,1,2023-07-01,50.0,Shipped
O1364,C0136,P028,1,2023-07-01,50.0,Shipped
O1073,C0067,P008,1,2023-07-01,50.0,Shipped
O1161,C0012,P009,1,2023-07-01,50.0,Shipped
